created_at,tweet_id,retweet_count,favorite_count
Sat Sep 03 16:04:27 +0000 2016,772102971039580160,1065,4448
Sat Sep 03 03:13:29 +0000 2016,771908950375665664,2181,7298
Fri Sep 02 18:03:10 +0000 2016,771770456517009408,3924,13356
Fri Sep 02 00:12:18 +0000 2016,771500966810099713,3018,9167
Thu Sep 01 16:14:48 +0000 2016,771380798096281600,5912,11746
Thu Sep 01 02:21:21 +0000 2016,771171053431250945,8705,0
Thu Sep 01 00:04:38 +0000 2016,771136648247640064,3357,10223
Wed Aug 31 21:47:27 +0000 2016,771102124360998913,1663,6898
Wed Aug 31 15:58:28 +0000 2016,771014301343748096,1782,7032
Wed Aug 31 00:58:39 +0000 2016,770787852854652928,1415,5498
Tue Aug 30 23:58:40 +0000 2016,770772759874076672,1626,5749
Tue Aug 30 22:04:05 +0000 2016,770743923962707968,52360,0
Tue Aug 30 16:11:18 +0000 2016,770655142660169732,2013,8130
Tue Aug 30 00:14:12 +0000 2016,770414278348247044,2390,6987
Mon Aug 29 16:14:30 +0000 2016,770293558247038976,1718,6923
Mon Aug 29 03:00:36 +0000 2016,770093767776997377,3520,0
Mon Aug 29 01:22:47 +0000 2016,770069151037685760,2651,8385
Sun Aug 28 16:51:16 +0000 2016,769940425801170949,11131,34948
Sun Aug 28 00:37:54 +0000 2016,769695466921623552,1926,7101
Sat Aug 27 00:47:53 +0000 2016,769335591808995329,8830,0
Fri Aug 26 16:37:54 +0000 2016,769212283578875904,1969,5980
Fri Aug 26 00:38:52 +0000 2016,768970937022709760,7574,16017
Thu Aug 25 20:35:48 +0000 2016,768909767477751808,3129,0
Thu Aug 25 16:58:45 +0000 2016,768855141948723200,1034,4660
Thu Aug 25 00:43:02 +0000 2016,768609597686943744,1382,4580
Wed Aug 24 23:50:10 +0000 2016,768596291618299904,1473,5592
Wed Aug 24 21:02:45 +0000 2016,768554158521745409,6719,0
Wed Aug 24 15:43:39 +0000 2016,768473857036525572,3958,15110
Tue Aug 23 21:09:14 +0000 2016,768193404517830656,4080,12157
Tue Aug 23 00:40:31 +0000 2016,767884188863397888,1634,5309
Mon Aug 22 16:06:54 +0000 2016,767754930266464257,6221,17814
Sun Aug 21 23:15:55 +0000 2016,767500508068192258,2688,8295
Sun Aug 21 02:47:37 +0000 2016,767191397493538821,4406,13643
Sat Aug 20 22:12:29 +0000 2016,767122157629476866,3261,11227
Sat Aug 20 05:08:29 +0000 2016,766864461642756096,6521,0
Sat Aug 20 00:26:19 +0000 2016,766793450729734144,1565,5650
Fri Aug 19 19:14:16 +0000 2016,766714921925144576,438,2872
Fri Aug 19 17:47:52 +0000 2016,766693177336135680,918,4484
Thu Aug 18 23:55:18 +0000 2016,766423258543644672,1825,6671
Thu Aug 18 16:38:26 +0000 2016,766313316352462849,2166,7493
Thu Aug 18 01:03:45 +0000 2016,766078092750233600,2970,0
Thu Aug 18 00:28:24 +0000 2016,766069199026450432,1003,4765
Wed Aug 17 20:27:34 +0000 2016,766008592277377025,571,4149
Wed Aug 17 01:20:27 +0000 2016,765719909049503744,2475,8021
Tue Aug 16 22:00:23 +0000 2016,765669560888528897,1407,5760
Tue Aug 16 03:52:26 +0000 2016,765395769549590528,3127,20539
Tue Aug 16 02:14:15 +0000 2016,765371061932261376,2475,7842
Mon Aug 15 16:22:20 +0000 2016,765222098633691136,3914,12902
Sun Aug 14 16:13:27 +0000 2016,764857477905154048,2029,7099
Sat Aug 13 00:38:30 +0000 2016,764259802650378240,1745,6718
Fri Aug 12 04:35:10 +0000 2016,763956972077010945,61,812
Thu Aug 11 20:40:41 +0000 2016,763837565564780549,4858,14041
Wed Aug 10 01:23:03 +0000 2016,763183847194451968,1702,6004
Wed Aug 10 00:16:21 +0000 2016,763167063695355904,3484,0
Tue Aug 09 20:03:43 +0000 2016,763103485927849985,2602,8163
Mon Aug 08 17:19:51 +0000 2016,762699858130116608,4190,13518
Mon Aug 08 02:13:34 +0000 2016,762471784394268675,7612,12571
Mon Aug 08 01:44:46 +0000 2016,762464539388485633,4839,11503
Sun Aug 07 15:56:28 +0000 2016,762316489655476224,1298,5350
Sat Aug 06 21:20:40 +0000 2016,762035686371364864,17919,35400
Sat Aug 06 17:26:19 +0000 2016,761976711479193600,2310,5992
Sat Aug 06 02:27:27 +0000 2016,761750502866649088,4535,0
Sat Aug 06 02:06:59 +0000 2016,761745352076779520,979,4707
Fri Aug 05 21:19:27 +0000 2016,761672994376806400,33421,55016
Fri Aug 05 16:28:54 +0000 2016,761599872357261312,1336,4578
Fri Aug 05 01:19:35 +0000 2016,761371037149827077,20500,0
Thu Aug 04 22:52:29 +0000 2016,761334018830917632,1669,5792
Thu Aug 04 20:09:17 +0000 2016,761292947749015552,1265,4957
Thu Aug 04 15:48:47 +0000 2016,761227390836215808,1775,5908
Thu Aug 04 01:03:17 +0000 2016,761004547850530816,3952,12482
Wed Aug 03 17:43:45 +0000 2016,760893934457552897,1104,4228
Wed Aug 03 02:02:14 +0000 2016,760656994973933572,2210,7343
Wed Aug 03 00:59:13 +0000 2016,760641137271070720,1481,5485
Tue Aug 02 18:14:06 +0000 2016,760539183865880579,4168,8399
Tue Aug 02 17:04:31 +0000 2016,760521673607086080,1608,4681
Tue Aug 02 01:44:48 +0000 2016,760290219849637889,13140,29618
Mon Aug 01 23:15:56 +0000 2016,760252756032651264,995,4338
Mon Aug 01 19:07:17 +0000 2016,760190180481531904,2079,6334
Mon Aug 01 16:43:19 +0000 2016,760153949710192640,38,0
Mon Aug 01 02:45:22 +0000 2016,759943073749200896,2382,6581
Mon Aug 01 01:28:46 +0000 2016,759923798737051648,6521,16284
Sun Jul 31 20:21:02 +0000 2016,759846353224826880,2265,7433
Sun Jul 31 16:50:42 +0000 2016,759793422261743616,2173,6620
Sun Jul 31 01:50:18 +0000 2016,759566828574212096,24319,0
Sun Jul 31 01:12:26 +0000 2016,759557299618865152,1341,5202
Sat Jul 30 17:56:51 +0000 2016,759447681597108224,2827,9418
Sat Jul 30 17:51:13 +0000 2016,759446261539934208,561,1846
Sat Jul 30 01:22:17 +0000 2016,759197388317847553,2221,6725
Fri Jul 29 22:53:27 +0000 2016,759159934323924993,1359,0
Fri Jul 29 18:53:24 +0000 2016,759099523532779520,4813,16101
Fri Jul 29 15:27:55 +0000 2016,759047813560868866,2302,7227
Fri Jul 29 02:40:28 +0000 2016,758854675097526272,1027,3904
Fri Jul 29 00:57:05 +0000 2016,758828659922702336,4376,12376
Thu Jul 28 19:06:01 +0000 2016,758740312047005698,1824,6339
Thu Jul 28 01:31:38 +0000 2016,758474966123810816,1132,4227
Thu Jul 28 01:00:57 +0000 2016,758467244762497024,2539,5316
Wed Jul 27 20:56:24 +0000 2016,758405701903519748,2204,5756
Wed Jul 27 17:35:10 +0000 2016,758355060040593408,1245,3797
Wed Jul 27 00:40:12 +0000 2016,758099635764359168,11550,21302
Tue Jul 26 20:47:17 +0000 2016,758041019896193024,433,3001
Tue Jul 26 00:58:34 +0000 2016,757741869644341248,3710,7613
Tue Jul 26 00:08:05 +0000 2016,757729163776290825,9299,0
Mon Jul 25 23:54:05 +0000 2016,757725642876129280,1391,5022
Mon Jul 25 16:21:11 +0000 2016,757611664640446465,1272,5026
Mon Jul 25 15:26:30 +0000 2016,757597904299253760,336,0
Mon Jul 25 15:19:12 +0000 2016,757596066325864448,1219,4808
Mon Jul 25 02:20:45 +0000 2016,757400162377592832,7759,16743
Mon Jul 25 01:52:43 +0000 2016,757393109802180609,2009,6462
Sun Jul 24 23:20:20 +0000 2016,757354760399941633,1637,4995
Sat Jul 23 23:42:53 +0000 2016,756998049151549440,2271,6923
Sat Jul 23 19:49:07 +0000 2016,756939218950160384,2295,7342
Sat Jul 23 00:46:50 +0000 2016,756651752796094464,1511,5612
Fri Jul 22 16:28:07 +0000 2016,756526248105566208,4169,11506
Fri Jul 22 01:42:09 +0000 2016,756303284449767430,1231,4359
Fri Jul 22 00:43:32 +0000 2016,756288534030475264,15071,28519
Thu Jul 21 23:53:04 +0000 2016,756275833623502848,1738,7114
Thu Jul 21 02:41:54 +0000 2016,755955933503782912,3285,8092
Tue Jul 19 01:04:16 +0000 2016,755206590534418437,6148,18212
Mon Jul 18 18:43:07 +0000 2016,755110668769038337,12621,23446
Mon Jul 18 03:06:01 +0000 2016,754874841593970688,9193,0
Mon Jul 18 01:53:28 +0000 2016,754856583969079297,2870,7616
Sun Jul 17 18:38:22 +0000 2016,754747087846248448,591,2854
Sun Jul 17 01:05:25 +0000 2016,754482103782404096,2220,5852
Sat Jul 16 22:55:55 +0000 2016,754449512966619136,846,4147
Sat Jul 16 01:08:03 +0000 2016,754120377874386944,2670,8655
Fri Jul 15 17:56:40 +0000 2016,754011816964026368,4079,9726
Thu Jul 14 18:22:23 +0000 2016,753655901052166144,2492,6458
Thu Jul 14 02:47:04 +0000 2016,753420520834629632,4071,8731
Thu Jul 14 01:19:12 +0000 2016,753398408988139520,2186,6384
Wed Jul 13 23:48:51 +0000 2016,753375668877008896,2655,8411
Wed Jul 13 18:42:44 +0000 2016,753298634498793472,6620,0
Wed Jul 13 18:26:16 +0000 2016,753294487569522689,1191,3758
Wed Jul 13 01:34:21 +0000 2016,753039830821511168,24013,41080
Wed Jul 13 00:43:15 +0000 2016,753026973505581056,1109,4283
Tue Jul 12 18:27:35 +0000 2016,752932432744185856,7798,13970
Tue Jul 12 17:27:23 +0000 2016,752917284578922496,1790,7592
Tue Jul 12 03:11:42 +0000 2016,752701944171524096,3291,0
Tue Jul 12 01:52:49 +0000 2016,752682090207055872,1846,6642
Tue Jul 12 00:27:52 +0000 2016,752660715232722944,1794,4878
Mon Jul 11 18:20:21 +0000 2016,752568224206688256,2605,6140
Mon Jul 11 15:07:30 +0000 2016,752519690950500352,3917,8157
Mon Jul 11 02:51:40 +0000 2016,752334515931054080,1263,4238
Mon Jul 11 01:11:51 +0000 2016,752309394570878976,18963,0
Sun Jul 10 16:10:29 +0000 2016,752173152931807232,2106,6569
Sun Jul 10 01:23:49 +0000 2016,751950017322246144,1060,3415
Sun Jul 10 00:32:46 +0000 2016,751937170840121344,1530,5770
Sat Jul 09 17:28:29 +0000 2016,751830394383790080,2227,6428
Sat Jul 09 15:02:31 +0000 2016,751793661361422336,3320,6479
Sat Jul 09 02:06:27 +0000 2016,751598357617971201,3440,8699
Sat Jul 09 01:08:47 +0000 2016,751583847268179968,1265,4849
Fri Jul 08 22:09:27 +0000 2016,751538714308972544,1445,5547
Fri Jul 08 16:44:23 +0000 2016,751456908746354688,1127,3516
Fri Jul 08 03:07:09 +0000 2016,751251247299190784,6695,13791
Fri Jul 08 00:04:50 +0000 2016,751205363882532864,2086,6948
Thu Jul 07 19:16:47 +0000 2016,751132876104687617,1480,5610
Thu Jul 07 01:47:22 +0000 2016,750868782890057730,1595,5306
Wed Jul 06 15:54:42 +0000 2016,750719632563142656,5747,14621
Wed Jul 06 01:46:38 +0000 2016,750506206503038976,1316,4934
Tue Jul 05 20:41:01 +0000 2016,750429297815552001,4947,14569
Tue Jul 05 17:38:41 +0000 2016,750383411068534784,1309,5005
Tue Jul 05 17:31:49 +0000 2016,750381685133418496,39,758
Tue Jul 05 02:00:06 +0000 2016,750147208377409536,1095,3409
Tue Jul 05 01:00:05 +0000 2016,750132105863102464,1440,3990
Tue Jul 05 00:00:18 +0000 2016,750117059602808832,1466,4740
Mon Jul 04 23:00:03 +0000 2016,750101899009982464,959,3344
Mon Jul 04 22:00:12 +0000 2016,750086836815486976,613,2383
Mon Jul 04 21:00:04 +0000 2016,750071704093859840,3802,8653
Mon Jul 04 20:00:23 +0000 2016,750056684286914561,1011,3444
Mon Jul 04 19:00:33 +0000 2016,750041628174217216,703,3502
Mon Jul 04 18:00:41 +0000 2016,750026558547456000,888,2986
Mon Jul 04 17:00:26 +0000 2016,750011400160841729,1035,3568
Mon Jul 04 16:00:22 +0000 2016,749996283729883136,919,3331
Mon Jul 04 15:00:45 +0000 2016,749981277374128128,2772,5569
Mon Jul 04 01:17:51 +0000 2016,749774190421639168,1493,5114
Sun Jul 03 01:41:06 +0000 2016,749417653287129088,1904,6721
Sun Jul 03 00:43:15 +0000 2016,749403093750648834,622,2892
Sun Jul 03 00:14:27 +0000 2016,749395845976588288,3951,9488
Sat Jul 02 19:01:20 +0000 2016,749317047558017024,2509,6076
Sat Jul 02 03:00:36 +0000 2016,749075273010798592,2360,6353
Sat Jul 02 02:17:13 +0000 2016,749064354620928000,1714,5277
Sat Jul 02 00:27:45 +0000 2016,749036806121881602,896,3425
Fri Jul 01 20:31:43 +0000 2016,748977405889503236,3759,11235
Fri Jul 01 17:33:49 +0000 2016,748932637671223296,2564,6461
Fri Jul 01 02:31:39 +0000 2016,748705597323898880,1067,3047
Fri Jul 01 02:06:06 +0000 2016,748699167502000129,1814,5213
Fri Jul 01 01:40:41 +0000 2016,748692773788876800,1504,4659
Thu Jun 30 17:54:50 +0000 2016,748575535303884801,2272,6696
Thu Jun 30 17:28:39 +0000 2016,748568946752774144,776,2411
Thu Jun 30 02:45:28 +0000 2016,748346686624440324,1413,5735
Thu Jun 30 02:10:24 +0000 2016,748337862848962560,4701,8462
Thu Jun 30 01:15:31 +0000 2016,748324050481647620,867,4078
Thu Jun 30 00:09:04 +0000 2016,748307329658011649,810,4027
Wed Jun 29 18:25:21 +0000 2016,748220828303695873,8825,15549
Wed Jun 29 01:23:16 +0000 2016,747963614829678593,2444,6397
Tue Jun 28 23:23:19 +0000 2016,747933425676525569,2894,7310
Tue Jun 28 20:14:22 +0000 2016,747885874273214464,1116,3243
Tue Jun 28 17:28:22 +0000 2016,747844099428986880,851,3084
Tue Jun 28 15:40:07 +0000 2016,747816857231626240,1316,5346
Tue Jun 28 04:42:46 +0000 2016,747651430853525504,179,1520
Tue Jun 28 04:31:44 +0000 2016,747648653817413632,6614,14182
Tue Jun 28 01:21:27 +0000 2016,747600769478692864,619,2545
Tue Jun 28 00:54:46 +0000 2016,747594051852075008,1205,4065
Mon Jun 27 19:31:23 +0000 2016,747512671126323200,1803,6110
Mon Jun 27 16:08:30 +0000 2016,747461612269887489,1169,4249
Mon Jun 27 14:40:26 +0000 2016,747439450712596480,2184,5965
Mon Jun 27 01:37:04 +0000 2016,747242308580548608,3257,0
Mon Jun 27 00:07:44 +0000 2016,747219827526344708,1791,5792
Sun Jun 26 23:05:29 +0000 2016,747204161125646336,1038,3722
Sun Jun 26 16:25:26 +0000 2016,747103485104099331,4548,10534
Sun Jun 26 03:22:31 +0000 2016,746906459439529985,336,3168
Sun Jun 26 01:08:52 +0000 2016,746872823977771008,2429,6593
Sat Jun 25 21:34:37 +0000 2016,746818907684614144,1944,5807
Sat Jun 25 19:42:08 +0000 2016,746790600704425984,1806,5345
Sat Jun 25 17:31:25 +0000 2016,746757706116112384,4432,10520
Sat Jun 25 15:29:00 +0000 2016,746726898085036033,2037,6648
Sat Jun 25 03:17:46 +0000 2016,746542875601690625,2104,5520
Sat Jun 25 01:52:36 +0000 2016,746521445350707200,1110,0
Sat Jun 25 00:56:43 +0000 2016,746507379341139972,1226,5094
Fri Jun 24 15:48:42 +0000 2016,746369468511756288,1854,6637
Fri Jun 24 00:04:36 +0000 2016,746131877086527488,2511,7565
Thu Jun 23 19:05:49 +0000 2016,746056683365994496,931,3904
Thu Jun 23 01:25:06 +0000 2016,745789745784041472,1207,4437
Wed Jun 22 20:18:30 +0000 2016,745712589599014916,2636,7652
Wed Jun 22 01:50:58 +0000 2016,745433870967832576,2894,7824
Wed Jun 22 01:06:43 +0000 2016,745422732645535745,2768,9412
Tue Jun 21 17:58:09 +0000 2016,745314880350101504,3131,7863
Tue Jun 21 02:03:25 +0000 2016,745074613265149952,3976,8605
Tue Jun 21 00:54:33 +0000 2016,745057283344719872,2585,7945
Mon Jun 20 20:49:19 +0000 2016,744995568523612160,716,3277
Mon Jun 20 19:11:53 +0000 2016,744971049620602880,3042,8652
Mon Jun 20 01:54:27 +0000 2016,744709971296780288,1771,6150
Sun Jun 19 01:02:50 +0000 2016,744334592493166593,2412,7443
Sat Jun 18 18:26:18 +0000 2016,744234799360020481,79515,131075
Sat Jun 18 17:41:06 +0000 2016,744223424764059648,424,1868
Sat Jun 18 01:33:55 +0000 2016,743980027717509120,1231,4551
Fri Jun 17 19:59:26 +0000 2016,743895849529389061,1087,3999
Fri Jun 17 16:01:16 +0000 2016,743835915802583040,2387,0
Fri Jun 17 01:00:24 +0000 2016,743609206067040256,1560,4917
Fri Jun 17 00:05:25 +0000 2016,743595368194129920,7445,20275
Thu Jun 16 20:47:36 +0000 2016,743545585370791937,1066,3863
Thu Jun 16 18:26:48 +0000 2016,743510151680958465,4185,8671
Thu Jun 16 01:25:36 +0000 2016,743253157753532416,1366,4624
Wed Jun 15 23:24:09 +0000 2016,743222593470234624,2164,6792
Wed Jun 15 22:36:19 +0000 2016,743210557239623680,1560,4215
Tue Jun 14 01:49:03 +0000 2016,742534281772302336,4011,7744
Tue Jun 14 01:24:27 +0000 2016,742528092657332225,2245,4878
Mon Jun 13 21:16:49 +0000 2016,742465774154047488,4382,7916
Mon Jun 13 18:27:32 +0000 2016,742423170473463808,4319,10812
Mon Jun 13 15:59:24 +0000 2016,742385895052087300,2266,7457
Mon Jun 13 01:06:33 +0000 2016,742161199639494656,1547,4743
Mon Jun 13 00:22:53 +0000 2016,742150209887731712,1783,5661
Sun Jun 12 00:44:30 +0000 2016,741793263812808706,1698,4982
Sat Jun 11 21:27:17 +0000 2016,741743634094141440,3144,8945
Sat Jun 11 01:13:51 +0000 2016,741438259667034112,937,4026
Fri Jun 10 16:19:48 +0000 2016,741303864243200000,3650,9631
Fri Jun 10 02:48:49 +0000 2016,741099773336379392,6247,10997
Fri Jun 10 00:39:48 +0000 2016,741067306818797568,3520,10342
Thu Jun 09 19:52:53 +0000 2016,740995100998766593,3154,7018
Thu Jun 09 01:07:06 +0000 2016,740711788199743490,1062,3736
Thu Jun 09 00:19:04 +0000 2016,740699697422163968,888,3101
Wed Jun 08 22:48:46 +0000 2016,740676976021798912,7724,19881
Wed Jun 08 02:41:38 +0000 2016,740373189193256964,9220,20648
Wed Jun 08 02:09:24 +0000 2016,740365076218183684,495,2727
Wed Jun 08 01:45:19 +0000 2016,740359016048689152,967,3610
Tue Jun 07 16:09:13 +0000 2016,740214038584557568,2220,7335
Tue Jun 07 00:36:02 +0000 2016,739979191639244800,6719,21898
Mon Jun 06 21:32:13 +0000 2016,739932936087216128,1217,4443
Mon Jun 06 15:40:26 +0000 2016,739844404073074688,966,4138
Mon Jun 06 01:02:55 +0000 2016,739623569819336705,1547,4185
Sun Jun 05 23:53:41 +0000 2016,739606147276148736,1876,5897
Sun Jun 05 19:47:03 +0000 2016,739544079319588864,24319,43694
Sun Jun 05 15:54:48 +0000 2016,739485634323156992,3309,7887
Sat Jun 04 23:31:25 +0000 2016,739238157791694849,52360,75163
Sat Jun 04 00:32:32 +0000 2016,738891149612572673,6,115
Sat Jun 04 00:08:17 +0000 2016,738885046782832640,1283,4127
Sat Jun 04 00:01:35 +0000 2016,738883359779196928,917,3661
Fri Jun 03 01:07:16 +0000 2016,738537504001953792,1759,5575
Thu Jun 02 16:10:29 +0000 2016,738402415918125056,955,3599
Thu Jun 02 01:44:22 +0000 2016,738184450748633089,1360,4727
Thu Jun 02 00:32:39 +0000 2016,738166403467907072,3828,9635
Wed Jun 01 23:52:28 +0000 2016,738156290900254721,748,2768
Wed Jun 01 02:00:04 +0000 2016,737826014890496000,2006,5757
Wed Jun 01 00:17:54 +0000 2016,737800304142471168,3904,10943
Tue May 31 16:14:39 +0000 2016,737678689543020544,1509,5528
Tue May 31 00:49:32 +0000 2016,737445876994609152,5048,11302
Mon May 30 16:40:14 +0000 2016,737322739594330112,907,3953
Mon May 30 15:52:33 +0000 2016,737310737551491075,8329,16040
Sun May 29 01:49:16 +0000 2016,736736130620620800,1972,4736
Sat May 28 03:04:00 +0000 2016,736392552031657984,8407,19450
Sat May 28 01:18:00 +0000 2016,736365877722001409,1408,4367
Fri May 27 15:58:54 +0000 2016,736225175608430592,3115,8901
Fri May 27 01:47:23 +0000 2016,736010884653420544,3355,8652
Fri May 27 00:32:10 +0000 2016,735991953473572864,1283,3934
Thu May 26 01:47:51 +0000 2016,735648611367784448,1237,4397
Thu May 26 00:54:06 +0000 2016,735635087207878657,2659,6776
Wed May 25 01:03:06 +0000 2016,735274964362878976,4707,9629
Tue May 24 23:47:49 +0000 2016,735256018284875776,993,3675
Tue May 24 15:55:00 +0000 2016,735137028879360001,1092,3428
Tue May 24 01:02:00 +0000 2016,734912297295085568,572,2993
Mon May 23 16:46:51 +0000 2016,734787690684657664,7102,13745
Mon May 23 16:01:50 +0000 2016,734776360183431168,608,2742
Mon May 23 01:40:38 +0000 2016,734559631394082816,451,1646
Sat May 21 01:13:53 +0000 2016,733828123016450049,881,3926
Sat May 21 00:50:46 +0000 2016,733822306246479872,1141,4015
Fri May 20 02:18:32 +0000 2016,733482008106668032,1065,3438
Fri May 20 00:51:30 +0000 2016,733460102733135873,1451,4605
Thu May 19 01:38:16 +0000 2016,733109485275860992,17621,44619
Wed May 18 00:39:02 +0000 2016,732732193018155009,599,2671
Wed May 18 00:14:46 +0000 2016,732726085725589504,1003,3855
Tue May 17 14:57:41 +0000 2016,732585889486888962,868,4016
Tue May 17 01:00:32 +0000 2016,732375214819057664,2838,8832
Mon May 16 00:31:53 +0000 2016,732005617171337216,6154,16324
Sat May 14 00:49:30 +0000 2016,731285275100512256,1090,3798
Fri May 13 16:15:54 +0000 2016,731156023742988288,1434,4196
Fri May 13 00:56:32 +0000 2016,730924654643314689,2234,6682
Thu May 12 01:40:42 +0000 2016,730573383004487680,2435,5407
Wed May 11 15:59:50 +0000 2016,730427201120833536,1176,3809
Wed May 11 01:44:07 +0000 2016,730211855403241472,1182,4180
Wed May 11 00:43:55 +0000 2016,730196704625098752,2172,5339
Tue May 10 02:05:03 +0000 2016,729854734790754305,1268,4396
Tue May 10 01:00:58 +0000 2016,729838605770891264,431,1856
Tue May 10 00:01:12 +0000 2016,729823566028484608,1390,4358
Mon May 09 00:11:16 +0000 2016,729463711119904772,2586,6340
Sun May 08 00:59:46 +0000 2016,729113531270991872,370,2054
Sat May 07 16:34:32 +0000 2016,728986383096946689,917,3460
Sat May 07 01:37:30 +0000 2016,728760639972315136,1911,5090
Sat May 07 00:59:55 +0000 2016,728751179681943552,757,3032
Fri May 06 18:33:34 +0000 2016,728653952833728512,1169,3620
Fri May 06 02:24:02 +0000 2016,728409960103686147,2269,5383
Fri May 06 00:53:27 +0000 2016,728387165835677696,1075,3999
Thu May 05 02:21:37 +0000 2016,728046963732717569,1328,4722
Thu May 05 01:35:26 +0000 2016,728035342121635841,1872,4953
Thu May 05 00:16:48 +0000 2016,728015554473250816,1219,4479
Wed May 04 02:26:00 +0000 2016,727685679342333952,720,3206
Tue May 03 23:42:26 +0000 2016,727644517743104000,1962,6431
Tue May 03 15:46:33 +0000 2016,727524757080539137,1379,4900
Tue May 03 01:50:44 +0000 2016,727314416056803329,834,3623
Mon May 02 23:59:09 +0000 2016,727286334147182592,920,3324
Mon May 02 16:38:15 +0000 2016,727175381690781696,1540,4209
Mon May 02 15:20:13 +0000 2016,727155742655025152,1490,3983
Mon May 02 00:43:25 +0000 2016,726935089318363137,2738,7496
Sun May 01 21:32:40 +0000 2016,726887082820554753,1677,4195
Sun May 01 17:38:46 +0000 2016,726828223124897792,1124,3882
Sat Apr 30 01:41:23 +0000 2016,726224900189511680,1302,4811
Fri Apr 29 00:21:01 +0000 2016,725842289046749185,2970,7691
Thu Apr 28 20:40:11 +0000 2016,725786712245440512,1527,4537
Thu Apr 28 16:52:08 +0000 2016,725729321944506368,2009,5646
Wed Apr 27 22:57:10 +0000 2016,725458796924002305,703,1541
Tue Apr 26 15:29:30 +0000 2016,724983749226668032,1462,4040
Tue Apr 26 01:26:53 +0000 2016,724771698126512129,725,2593
Mon Apr 25 01:12:38 +0000 2016,724405726123311104,1847,5800
Sun Apr 24 01:38:33 +0000 2016,724049859469295616,1984,4738
Sun Apr 24 01:24:35 +0000 2016,724046343203856385,620,2901
Sat Apr 23 22:38:43 +0000 2016,724004602748780546,1790,4561
Sat Apr 23 16:34:28 +0000 2016,723912936180330496,1374,4236
Sat Apr 23 01:41:59 +0000 2016,723688335806480385,3347,8435
Sat Apr 23 00:41:42 +0000 2016,723673163800948736,1011,3291
Thu Apr 21 16:00:57 +0000 2016,723179728551723008,2110,5761
Thu Apr 21 02:25:47 +0000 2016,722974582966214656,1764,4493
Wed Apr 20 02:30:23 +0000 2016,722613351520608256,1831,5393
Sun Apr 17 00:58:53 +0000 2016,721503162398597120,2124,5086
Fri Apr 15 15:44:11 +0000 2016,721001180231503872,686,2748
Fri Apr 15 01:26:47 +0000 2016,720785406564900865,866,3400
Fri Apr 15 00:46:48 +0000 2016,720775346191278080,760,2702
Thu Apr 14 00:55:25 +0000 2016,720415127506415616,1681,4503
Wed Apr 13 23:15:21 +0000 2016,720389942216527872,2840,6974
Wed Apr 13 19:59:42 +0000 2016,720340705894408192,1098,3131
Wed Apr 13 01:22:10 +0000 2016,720059472081784833,1268,4229
Wed Apr 13 00:17:25 +0000 2016,720043174954147842,2253,5332
Tue Apr 12 20:50:42 +0000 2016,719991154352222208,1979,5281
Tue Apr 12 01:51:36 +0000 2016,719704490224398336,1645,4974
Mon Apr 11 15:43:12 +0000 2016,719551379208073216,2192,5515
Mon Apr 11 03:33:34 +0000 2016,719367763014393856,827,3022
Mon Apr 11 01:41:07 +0000 2016,719339463458033665,1403,4822
Mon Apr 11 01:13:34 +0000 2016,719332531645071360,1078,3711
Sun Apr 10 01:20:33 +0000 2016,718971898235854848,1231,3818
Sat Apr 09 23:10:47 +0000 2016,718939241951195136,1973,5720
Sat Apr 09 02:47:55 +0000 2016,718631497683582976,9126,20697
Sat Apr 09 01:35:37 +0000 2016,718613305783398402,542,2669
Fri Apr 08 20:46:50 +0000 2016,718540630683709445,1137,2730
Fri Apr 08 15:26:28 +0000 2016,718460005985447936,602,2846
Fri Apr 08 15:05:29 +0000 2016,718454725339934721,1685,5320
Fri Apr 08 01:19:36 +0000 2016,718246886998687744,565,2115
Fri Apr 08 00:30:51 +0000 2016,718234618122661888,1127,4217
Wed Apr 06 22:29:56 +0000 2016,717841801130979328,670,2660
Wed Apr 06 19:04:14 +0000 2016,717790033953034240,1272,3170
Wed Apr 06 02:21:30 +0000 2016,717537687239008257,2069,6281
Tue Apr 05 19:09:17 +0000 2016,717428917016076293,510,1748
Tue Apr 05 18:41:02 +0000 2016,717421804990701568,945,3446
Mon Apr 04 17:53:31 +0000 2016,717047459982213120,2135,6826
Mon Apr 04 15:22:08 +0000 2016,717009362452090881,1102,3583
Mon Apr 04 01:41:58 +0000 2016,716802964044845056,1317,4627
Mon Apr 04 00:55:01 +0000 2016,716791146589110272,1474,5204
Sun Apr 03 20:53:33 +0000 2016,716730379797970944,475,1339
Sun Apr 03 02:08:05 +0000 2016,716447146686459905,6643,14327
Sun Apr 03 01:36:11 +0000 2016,716439118184652801,247,2574
Sat Apr 02 15:25:47 +0000 2016,716285507865542656,1225,3041
Sat Apr 02 01:52:38 +0000 2016,716080869887381504,1935,5272
Fri Apr 01 15:46:52 +0000 2016,715928423106027520,987,3485
Fri Apr 01 04:30:16 +0000 2016,715758151270801409,1596,4085
Fri Apr 01 02:51:22 +0000 2016,715733265223708672,1920,5093
Fri Apr 01 00:58:13 +0000 2016,715704790270025728,634,3055
Fri Apr 01 00:26:15 +0000 2016,715696743237730304,1454,4257
Thu Mar 31 23:22:53 +0000 2016,715680795826982913,1813,4719
Thu Mar 31 02:09:32 +0000 2016,715360349751484417,1772,5955
